zinc_id,ortholog_name,gene_name,affinity,chembldocid,title,reference.pubmed_id,reference.doi,reference.chembl_id,reference.journal,reference.year
ZINC000013780049,NRAM_I77AB,NA,8.64,89440,,25255388,,CHEMBL3352529,J. Med. Chem.,2014
ZINC000013780049,NRAM_I77AB,NA,8.59,89440,,25255388,,CHEMBL3352529,J. Med. Chem.,2014
ZINC000100067274,NRAM_I77AB,NA,5,89506,,25277281,,CHEMBL3351551,Bioorg. Med. Chem.,2014
ZINC000100067274,NRAM_I77AB,NA,5.09,89506,,25277281,,CHEMBL3351551,Bioorg. Med. Chem.,2014
ZINC000213835148,NRAM_I77AB,NA,7.28,89440,,25255388,,CHEMBL3352529,J. Med. Chem.,2014
ZINC000213835148,NRAM_I77AB,NA,7.27,89440,,25255388,,CHEMBL3352529,J. Med. Chem.,2014
ZINC000213835148,NRAM_I77AB,NA,7,89440,,25255388,,CHEMBL3352529,J. Med. Chem.,2014
ZINC000213835224,NRAM_I77AB,NA,7.72,89440,,25255388,,CHEMBL3352529,J. Med. Chem.,2014
ZINC000213835224,NRAM_I77AB,NA,6.38,89440,,25255388,,CHEMBL3352529,J. Med. Chem.,2014
ZINC000213835224,NRAM_I77AB,NA,7.1,89440,,25255388,,CHEMBL3352529,J. Med. Chem.,2014
ZINC000213841673,NRAM_I77AB,NA,6.71,89440,,25255388,,CHEMBL3352529,J. Med. Chem.,2014
ZINC000213841673,NRAM_I77AB,NA,5.3,89440,,25255388,,CHEMBL3352529,J. Med. Chem.,2014
ZINC000213841673,NRAM_I77AB,NA,7.2,89440,,25255388,,CHEMBL3352529,J. Med. Chem.,2014
ZINC000213841751,NRAM_I77AB,NA,7.85,89440,,25255388,,CHEMBL3352529,J. Med. Chem.,2014
ZINC000213841751,NRAM_I77AB,NA,7.54,89440,,25255388,,CHEMBL3352529,J. Med. Chem.,2014
ZINC000213841837,NRAM_I77AB,NA,6.97,89440,,25255388,,CHEMBL3352529,J. Med. Chem.,2014
ZINC000213841837,NRAM_I77AB,NA,6.19,89440,,25255388,,CHEMBL3352529,J. Med. Chem.,2014
ZINC000213841837,NRAM_I77AB,NA,7.05,89440,,25255388,,CHEMBL3352529,J. Med. Chem.,2014
ZINC000213841918,NRAM_I77AB,NA,7.25,89440,,25255388,,CHEMBL3352529,J. Med. Chem.,2014
ZINC000213841918,NRAM_I77AB,NA,7.42,89440,,25255388,,CHEMBL3352529,J. Med. Chem.,2014
ZINC000213841918,NRAM_I77AB,NA,7.38,89440,,25255388,,CHEMBL3352529,J. Med. Chem.,2014
ZINC000213842083,NRAM_I77AB,NA,5.72,89440,,25255388,,CHEMBL3352529,J. Med. Chem.,2014
ZINC000213848581,NRAM_I77AB,NA,6.93,89440,,25255388,,CHEMBL3352529,J. Med. Chem.,2014
ZINC000213848581,NRAM_I77AB,NA,6.6,89440,,25255388,,CHEMBL3352529,J. Med. Chem.,2014
ZINC000213848662,NRAM_I77AB,NA,8.42,89440,,25255388,,CHEMBL3352529,J. Med. Chem.,2014
ZINC000213848662,NRAM_I77AB,NA,6.24,89440,,25255388,,CHEMBL3352529,J. Med. Chem.,2014
ZINC000213848662,NRAM_I77AB,NA,8.17,89440,,25255388,,CHEMBL3352529,J. Med. Chem.,2014
ZINC000213848750,NRAM_I77AB,NA,7.57,89440,,25255388,,CHEMBL3352529,J. Med. Chem.,2014
ZINC000213848750,NRAM_I77AB,NA,6.47,89440,,25255388,,CHEMBL3352529,J. Med. Chem.,2014
ZINC000213848750,NRAM_I77AB,NA,7.36,89440,,25255388,,CHEMBL3352529,J. Med. Chem.,2014
ZINC000213848829,NRAM_I77AB,NA,7.42,89440,,25255388,,CHEMBL3352529,J. Med. Chem.,2014
ZINC000213848829,NRAM_I77AB,NA,7.41,89440,,25255388,,CHEMBL3352529,J. Med. Chem.,2014
ZINC000213848829,NRAM_I77AB,NA,7.24,89440,,25255388,,CHEMBL3352529,J. Med. Chem.,2014
ZINC000213848929,NRAM_I77AB,NA,7.85,89440,,25255388,,CHEMBL3352529,J. Med. Chem.,2014
ZINC000213848929,NRAM_I77AB,NA,6.68,89440,,25255388,,CHEMBL3352529,J. Med. Chem.,2014
ZINC000213848929,NRAM_I77AB,NA,8.37,89440,,25255388,,CHEMBL3352529,J. Med. Chem.,2014
ZINC000299818747,NRAM_I77AB,NA,7.42,89880,,25456388,,CHEMBL3352719,Bioorg. Med. Chem.,2014
ZINC000299818843,NRAM_I77AB,NA,5.76,89440,,25255388,,CHEMBL3352529,J. Med. Chem.,2014
ZINC000299818843,NRAM_I77AB,NA,7.08,89440,,25255388,,CHEMBL3352529,J. Med. Chem.,2014
ZINC000299818843,NRAM_I77AB,NA,7,89440,,25255388,,CHEMBL3352529,J. Med. Chem.,2014
ZINC000299818923,NRAM_I77AB,NA,6.14,89440,,25255388,,CHEMBL3352529,J. Med. Chem.,2014
ZINC000299820938,NRAM_I77AB,NA,5.44,89440,,25255388,,CHEMBL3352529,J. Med. Chem.,2014
ZINC000299821933,NRAM_I77AB,NA,7.51,89880,,25456388,,CHEMBL3352719,Bioorg. Med. Chem.,2014
ZINC000299826093,NRAM_I77AB,NA,6.18,89880,,25456388,,CHEMBL3352719,Bioorg. Med. Chem.,2014
ZINC000299826179,NRAM_I77AB,NA,7.03,89880,,25456388,,CHEMBL3352719,Bioorg. Med. Chem.,2014
ZINC000299828804,NRAM_I77AB,NA,8.17,89880,,25456388,,CHEMBL3352719,Bioorg. Med. Chem.,2014
ZINC000299831485,NRAM_I77AB,NA,6.57,89440,,25255388,,CHEMBL3352529,J. Med. Chem.,2014
ZINC000299831485,NRAM_I77AB,NA,6.43,89440,,25255388,,CHEMBL3352529,J. Med. Chem.,2014
ZINC000299831485,NRAM_I77AB,NA,6.37,89440,,25255388,,CHEMBL3352529,J. Med. Chem.,2014
ZINC000299831503,NRAM_I77AB,NA,7.25,89440,,25255388,,CHEMBL3352529,J. Med. Chem.,2014
ZINC000299831503,NRAM_I77AB,NA,6.2,89440,,25255388,,CHEMBL3352529,J. Med. Chem.,2014
ZINC000299831503,NRAM_I77AB,NA,7.12,89440,,25255388,,CHEMBL3352529,J. Med. Chem.,2014
ZINC000299831663,NRAM_I77AB,NA,5.6,89440,,25255388,,CHEMBL3352529,J. Med. Chem.,2014
ZINC000299831663,NRAM_I77AB,NA,5.31,89440,,25255388,,CHEMBL3352529,J. Med. Chem.,2014
ZINC000299831888,NRAM_I77AB,NA,6.82,89880,,25456388,,CHEMBL3352719,Bioorg. Med. Chem.,2014
ZINC000299832248,NRAM_I77AB,NA,5.94,89440,,25255388,,CHEMBL3352529,J. Med. Chem.,2014
ZINC000299832248,NRAM_I77AB,NA,5.41,89440,,25255388,,CHEMBL3352529,J. Med. Chem.,2014
ZINC000299833050,NRAM_I77AB,NA,6.72,89440,,25255388,,CHEMBL3352529,J. Med. Chem.,2014
ZINC000299833050,NRAM_I77AB,NA,6.46,89440,,25255388,,CHEMBL3352529,J. Med. Chem.,2014
ZINC000299833050,NRAM_I77AB,NA,7.06,89440,,25255388,,CHEMBL3352529,J. Med. Chem.,2014
ZINC000299833327,NRAM_I77AB,NA,7.38,89880,,25456388,,CHEMBL3352719,Bioorg. Med. Chem.,2014
ZINC000299834505,NRAM_I77AB,NA,5.58,89440,,25255388,,CHEMBL3352529,J. Med. Chem.,2014
ZINC000299834505,NRAM_I77AB,NA,5.52,89440,,25255388,,CHEMBL3352529,J. Med. Chem.,2014
ZINC000299835092,NRAM_I77AB,NA,6.92,89440,,25255388,,CHEMBL3352529,J. Med. Chem.,2014
ZINC000299835092,NRAM_I77AB,NA,6.74,89440,,25255388,,CHEMBL3352529,J. Med. Chem.,2014
ZINC000299835092,NRAM_I77AB,NA,6.42,89880,,25456388,,CHEMBL3352719,Bioorg. Med. Chem.,2014
ZINC000299836162,NRAM_I77AB,NA,5.81,89440,,25255388,,CHEMBL3352529,J. Med. Chem.,2014
ZINC000299836162,NRAM_I77AB,NA,5.67,89440,,25255388,,CHEMBL3352529,J. Med. Chem.,2014
ZINC000299836162,NRAM_I77AB,NA,5.49,89440,,25255388,,CHEMBL3352529,J. Med. Chem.,2014
ZINC000299836302,NRAM_I77AB,NA,6.41,89440,,25255388,,CHEMBL3352529,J. Med. Chem.,2014
ZINC000299836302,NRAM_I77AB,NA,6.35,89440,,25255388,,CHEMBL3352529,J. Med. Chem.,2014
ZINC000299836782,NRAM_I77AB,NA,8.19,89880,,25456388,,CHEMBL3352719,Bioorg. Med. Chem.,2014
ZINC000299836923,NRAM_I77AB,NA,5.75,89440,,25255388,,CHEMBL3352529,J. Med. Chem.,2014
ZINC000299837017,NRAM_I77AB,NA,6.97,89440,,25255388,,CHEMBL3352529,J. Med. Chem.,2014
ZINC000299837017,NRAM_I77AB,NA,5.49,89440,,25255388,,CHEMBL3352529,J. Med. Chem.,2014
ZINC000299837017,NRAM_I77AB,NA,7.32,89440,,25255388,,CHEMBL3352529,J. Med. Chem.,2014
ZINC000299837343,NRAM_I77AB,NA,8.07,89880,,25456388,,CHEMBL3352719,Bioorg. Med. Chem.,2014
ZINC000299837562,NRAM_I77AB,NA,6.6,89440,,25255388,,CHEMBL3352529,J. Med. Chem.,2014
ZINC000299837562,NRAM_I77AB,NA,6.44,89440,,25255388,,CHEMBL3352529,J. Med. Chem.,2014
ZINC000299837562,NRAM_I77AB,NA,6.26,89440,,25255388,,CHEMBL3352529,J. Med. Chem.,2014
ZINC000299837591,NRAM_I77AB,NA,5.98,89440,,25255388,,CHEMBL3352529,J. Med. Chem.,2014
ZINC000299837720,NRAM_I77AB,NA,6.24,89880,,25456388,,CHEMBL3352719,Bioorg. Med. Chem.,2014
ZINC000299838508,NRAM_I77AB,NA,7.37,89440,,25255388,,CHEMBL3352529,J. Med. Chem.,2014
ZINC000299838508,NRAM_I77AB,NA,6.27,89440,,25255388,,CHEMBL3352529,J. Med. Chem.,2014
ZINC000299838508,NRAM_I77AB,NA,7.15,89440,,25255388,,CHEMBL3352529,J. Med. Chem.,2014
ZINC000299838915,NRAM_I77AB,NA,6.8,89440,,25255388,,CHEMBL3352529,J. Med. Chem.,2014
ZINC000299838956,NRAM_I77AB,NA,7.69,89880,,25456388,,CHEMBL3352719,Bioorg. Med. Chem.,2014
ZINC000299839318,NRAM_I77AB,NA,6.72,89440,,25255388,,CHEMBL3352529,J. Med. Chem.,2014
ZINC000299839318,NRAM_I77AB,NA,7.09,89440,,25255388,,CHEMBL3352529,J. Med. Chem.,2014
ZINC000299839592,NRAM_I77AB,NA,7.17,89880,,25456388,,CHEMBL3352719,Bioorg. Med. Chem.,2014
ZINC000299840790,NRAM_I77AB,NA,5.92,89880,,25456388,,CHEMBL3352719,Bioorg. Med. Chem.,2014
ZINC000299841465,NRAM_I77AB,NA,7.34,89880,,25456388,,CHEMBL3352719,Bioorg. Med. Chem.,2014
